seq,ax,ay,az,roll,pitch,yaw
6057,-0.09472885727882385,-0.013341754674911499,9.795495986938477,0.0,0.0,0.0
6058,-0.0981728583574295,-0.040227144956588745,9.801687240600586,-0.0027146339043974876,-0.001461513307876885,0.0007375479326583445
6059,-0.10874566435813904,-0.04037594795227051,9.80102252960205,-0.007867318243533533,-0.0026445693855174563,-5.083082942292094e-05
6060,-0.6609718799591064,0.1444854438304901,9.72052001953125,-0.018649343166485435,0.08021806187313593,0.0032299282611347735
6061,-0.6026601791381836,0.18904024362564087,9.780756950378418,0.029317748708024307,0.18030741375334186,-0.03519794245949015
6062,-0.5520049929618835,0.17916247248649597,9.74836254119873,0.06427203824634721,0.23755520171410768,-0.06090977502753958
6063,-0.5853977203369141,0.20700418949127197,9.813521385192871,0.07895690362346336,0.27717176004285615,-0.05101667525013909
6064,-0.6557949781417847,0.17940784990787506,9.784673690795898,0.09965957699892905,0.33313369707593754,-0.03883468540152535
6065,-0.6717284917831421,0.20034459233283997,9.802872657775879,0.15924241131773964,0.42233476145692106,-0.05920577415963635
6066,-0.5354664325714111,0.19180023670196533,9.736421585083008,0.17267364449921913,0.48534134593148154,-0.08288303756853566
6067,-0.6174989938735962,0.196003258228302,9.779402732849121,0.16728755983797683,0.5426804085488611,-0.08596030640183017
6068,-0.6521399021148682,0.15348701179027557,9.763455390930176,0.19344649397176017,0.6204904974340217,-0.09259806264890358
6069,-0.6943042278289795,0.18076889216899872,9.640609741210938,0.19414085127262432,0.6735373132086369,-0.08957162470323965
6070,-0.6172153949737549,0.18634122610092163,9.721016883850098,0.19280794286887637,0.7272639405737777,-0.10714518063468859
6071,-0.6444777250289917,0.15580964088439941,9.799284934997559,0.22165297284703256,0.7997131001954677,-0.13616317854030058
6072,-0.6219220161437988,0.2145247757434845,9.782782554626465,0.25907010987739365,0.8649607837996593,-0.158314514614176
6073,-0.6274117231369019,0.18538323044776917,9.802705764770508,0.2927811600972691,0.9692770850280779,-0.17156461969716474
6074,-0.6818511486053467,0.15004369616508484,9.70839786529541,0.30042425829252495,1.0569332597261072,-0.18278015562100336
6075,-0.5595709085464478,0.16372592747211456,9.766355514526367,0.3029342887796244,1.1507521357130892,-0.2034055643598549
6076,-0.6768938302993774,0.1663435995578766,9.866399765014648,0.31597116961085225,1.2284353745097494,-0.22581122227711603
6077,-0.7097704410552979,0.18255110085010529,9.757440567016602,0.31217320286366185,1.2689009415336532,-0.201676148630213
6078,-0.6749255657196045,0.11870487034320831,9.73080825805664,0.225204709248445,1.3141809563746993,-0.16507934749824926
6079,-0.6693387031555176,0.19259877502918243,9.702120780944824,0.20459179314248088,1.3476550694999503,-0.18316154525382444
6080,-0.5977685451507568,0.18642979860305786,9.756945610046387,0.22989673362195887,1.3783793271558529,-0.20353263401193544
6081,-0.6256119012832642,0.15551415085792542,9.803587913513184,0.24599420498196523,1.3979431883073892,-0.1837210186640732
6082,-0.6853896379470825,0.21315981447696686,9.839659690856934,0.2853620254341324,1.4392227087997072,-0.1873069295543246
6083,-0.6307762861251831,0.17377179861068726,9.73536491394043,0.2866749627399888,1.4636675002925552,-0.18122864625183865
6084,-0.6541836261749268,0.13547682762145996,9.760027885437012,0.24682328701002165,1.4909250443802922,-0.14870098343817517
6085,-0.5732519626617432,0.10903891921043396,9.759608268737793,0.24839386318048456,1.52512681035675,-0.14745479327393696
6086,-0.6638379096984863,0.12873558700084686,9.706921577453613,0.25417001741694595,1.5591885683466742,-0.1533295942354016
6087,-0.6597284078598022,0.18605175614356995,9.643770217895508,0.24878720704504237,1.5980693342697712,-0.1447080999496393
6088,-0.6343040466308594,0.1939431130886078,9.725608825683594,0.28837004506575675,1.6215668860224528,-0.15719524229643866
6089,-0.6387134790420532,0.14589831233024597,9.8143310546875,0.3035652880858168,1.5983325852893726,-0.16256140096811578
6090,-0.5739055871963501,0.10641850531101227,9.942212104797363,0.29004389303708755,1.5960814668683267,-0.15572015446377918
6091,-0.5713684558868408,0.16807712614536285,9.893927574157715,0.28030674943537853,1.6208158271065594,-0.1781258123810403
6092,-0.6064289808273315,0.18420735001564026,9.7306547164917,0.24557402503031478,1.6589958830452933,-0.1939191284473054
6093,-0.5683891177177429,0.16154353320598602,9.542562484741211,0.19702622439998374,1.6707292250073924,-0.22064824466360733
6094,-0.6328058242797852,0.15864703059196472,9.672839164733887,0.20841616962530504,1.7580577817424021,-0.24966624256921932
6095,-0.5493433475494385,0.1632666289806366,9.716304779052734,0.25293789231157915,1.8384844509716998,-0.2710546149755828
6096,-0.6236003637313843,0.16600534319877625,9.828564643859863,0.2944254191571173,1.8820730417531568,-0.29168002371443436
6097,-0.6574938297271729,0.1302688717842102,9.8286714553833,0.29753629990459723,1.9304722256929998,-0.2906881546950899
6098,-0.7129144668579102,0.18093504011631012,9.775930404663086,0.3295176653853667,2.0351175012126217,-0.32886171474820003
6099,-0.587640643119812,0.18575073778629303,9.63827896118164,0.3597406633219901,2.085898993564323,-0.36093156546121463
6100,-0.6339598298072815,0.15107427537441254,9.791642189025879,0.41536305595332573,2.123279682857612,-0.3668063664226793
6101,-0.5880318880081177,0.1956493854522705,9.81718921661377,0.44512027953788047,2.1593601409672964,-0.36377992847701535
